row_index,fold,text,true_label,predicted_label,abusive_probability
16816,3,"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",0,1,0.76
16934,4,He's not worth fretting over. There's better people who still love you up in this bitch.,0,1,0.615
16972,5,a bitch cant stand drunks tonight!! but if they tip good I might be coo! LMFAOOO!,0,1,0.72
16999,2,a frienf of mine did the mud run. Said it was a bitch showering. lol,0,1,0.73
17002,2,I am Horde you Alliance bitch! Ilu. :),0,1,0.865
17130,4,Oh no! That sucks!,0,1,0.78
17135,4,Just you wait bitch! You'll see. There will be DOZENS and put together they'll ALMOST match ONE of yours time-wise!,0,1,0.75
17202,3,For pussy? @flintacious because no one can keep a secret. We need to make a man pack....,0,1,0.825
17203,4,YOU SUNNUVA BITCH. / @TarinTowers: Only one week of spoons to go!,0,1,0.765
17315,2,Af RT @AyeMr_Foreman: @viaNAWF @KingHorseDick nah these hoes unhelpful,0,1,0.635
17392,4,Whosz that niggaaa ? Lol yes i do <3,0,1,0.605
17519,5,ha! Probably Lee. That bitch fights dirty! You can totally tell. Look at those shorts!,0,1,0.68
17596,2,bitch. You told me all that. LOL,0,1,0.675
17597,3,those puppies get heavy. believe me. and clothing is a bitch to fit. cherish your perkiness.,0,1,0.64
17627,2,It's 09 and Life's still a bitch..... Haha,0,1,0.69
17811,5,do you think the jonas brothers are a bunch of faggots? if so your now my best freind :),0,1,0.625
17828,5,can only handle so much pussy control...and the doves make me cry,0,1,0.815
17846,1,"ummm...just say ""naw not 2day but i'll hit you up later."" you get the point across without seeming like a bitch. feel mi?",0,1,0.73
17851,4,Loser !! <3,0,1,0.595
17856,3,i love you alexiss<333 no homoo niggyyy(: aha,0,1,0.575
17970,3,Had to change my stuff up on u hoes,0,1,0.515
17991,5,"long piece on that on my FB page and got bitch-slapped. But I'm not interested in social networking by someone's ""people""",0,1,0.77
18036,4,"@CarlavanderWaal @Jaymaroley & als je over Syrie tweet, volg @Partisangirl maar, zij komt er vandaan & zal je precies uitleggen hoe of wat.",0,1,0.555
18048,4,"Oh snap!! I would actually hug him first off ahah and say ""Nigga where my weed go?"" Hahaha jkjkjk i love him!! He is doin a great job!",0,1,0.695
18164,5,@moneypulatief @globalriot Nee dat is na langdurig gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden,0,1,0.565
18222,1,Yup gypsy bitch is one of my faves from devil doll,0,1,0.675
18246,3,aw shucks. you did all the hard work. Still good luck with all that man. Moving is a real son of a bitch. Happy New Year.,0,1,0.675
18265,2,No he's a cunt and wants a web site!,0,1,0.67
18406,3,you're a European so stop being a bitch to @mbites or I'll stop buying your chocolate of which I once bought 22 kilos :),0,1,0.76
18435,2,:( that sucks.,0,1,0.67
18440,3,aint nothing wrong wit a big girl...i cant stand a super skinny bitch...or is it just me... :),0,1,0.785
18469,1,shit probably!! Bitch was always looking for a hand out. I think that plus the paranoia.,0,1,0.71
18474,5,RT @AnayaL8ter: I'm sorry ya woman shouldn't be helping you out financially unless that's ya wife these hoes unhelpful,0,1,0.545
18521,1,writing is a BITCH. re-read one of my drafts- new meaning to humiliation-play. now to hump my metal-bristled hairbrush until O.,0,1,0.66
18530,1,wow! that is funny! i'd be soo disgusted if anyone pulled that on me! they'd be bitch-slapped.,0,1,0.725
18536,3,what's up my coffee let's call with a blocked number so I don't answer bitch? LOL,0,1,0.835
18599,5,hey I didn't complain! Especially since today I am in total bitch mode!,0,1,0.815
18620,5,you're such a bitch I love it! :),0,1,0.845
18633,2,Bored then a hoe! Listening to these really ass adults lecturing us with @__vercetti http://t.co/NyBO16RMsh,0,1,0.625
18718,1,yes please! I'd kill for a Guinness at work right now don't make me kill a bitch!,0,1,0.63
18751,2,welcome back bitch!! We missed ya! :D,0,1,0.89
18772,1,I'm so happy. I can't believe Lacey what a bitch. I'm so happy for Brandi M. Oh and the look on Megan's face - priceless.,0,1,0.725
18781,2,they always asked me brent on a scale of 1-10 whats ur pain im like 1 fucking million bitch and they are like ok no meds =(,0,1,0.875
18858,1,Zach and Even be gettin' in that ass boy in 2K9! I bet you a pro at 2K9 now you jack-of-all-trades-in-the face ass nigga!,0,1,0.665
18877,5,YES!!! its MADAM PUSSY X PINK....heel girl ...,0,1,0.765
18884,3,well. u have full permission to call me a bitch cuz for some reason. i might keep trying. i hate myself.,0,1,0.615
18921,4,I'm not feeling emo. I'm more in a relentless-bitch kind of a mood tonight.,0,1,0.775
18925,1,I aint talkin bout food hungry ass nigga. Im talkin bout the takeover!!,0,1,0.825
18952,2,Or watch ghetto ass bitches fight over ghetto ass dudes on Real Chance of Love?,0,1,0.745
18994,4,that bitch....HAHA,0,1,0.745
19026,4,Frustration can be a bitch !,0,1,0.865
19080,3,Ay nena..this punk is outta control. His visit went well tho..they took his stitches off but he was actin like a lil bitch whe ...,0,1,0.67
19123,1,Aye a nicca is tired tho!,0,1,0.555
19163,3,exactly how does it rain like a bitch? i've always wondered....,0,1,0.725
19231,4,I love yoou too Remy<3 They arnt gonna do shit they won't even put their names . I don't care much for them they love me!(: No Bitchassness Allowed!!,0,1,0.555
19345,4,Can't tell you how many times I snuck that big bitch into my bag and had her coach me through a test. Too bad about her leg...,0,1,0.775
19388,5,HOW YOU MET TWITTER BITCH!!!,0,1,0.81
19391,2,Hahaha Bitch i bring it lmao! Kinda i think lmao! I hve some black in me so yes haha,0,1,0.595
19425,3,money hoes and clothes,0,1,0.835
19482,1,Sikeeeee! that nigga's a lil headbanger :),0,1,0.795
19508,5,that means @mamatulip isn't leaving you for the fridge? (you being the bitch that is staying),0,1,0.755
19518,4,#THEBOONDOCKS at 10:30 my nicca!,0,1,0.625
19549,2,meant that to be public. MindTouch and Zenoss finalists in Jolt Awards Enterprise cat. You're going down bitch! http://is.gd/clEO,0,1,0.745
19629,3,"""Mam, Ren&#233;e doet in haar rol net of ze ongesteld is Wat is ongesteld?"" Van dat soort vragen waar je denkt: hoe leg ik die weer uit.",0,1,0.52
19741,1,"They trying to hoe Todd gurley, Johnny manziel signed them helmets and got off but suspend gurley the rest of season",0,1,0.65
19786,4,This bitch @Lvl_7_Eevee buys sparkling water.,0,1,0.76
19851,3,not really. u see my college is unfortunately a popular one and if i bitch people will know who i am so i need to be careful,0,1,0.75
19889,5,why can't I bitch about AT&T? I have it for god's sake. I hate the boys club...,0,1,0.68
19948,4,nigga you sound like a creep ass pedophile,0,1,0.55
