record_id,text,label,label_name,language,word_count,char_count
AAA-01305,Homework and boonies date with Caitlin tonight&gt;&gt;,0,Non-Abusive,English,7,54
AAA-01306,Haha okay! But since I was the total nerd in school that feels like 'talking in class' to me LOLZ.,0,Non-Abusive,English,20,98
AAA-01307,"Whipped cream &#9829;,&#9829; #endlesslove",0,Non-Abusive,English,4,42
AAA-01308,You would hate to see my sister :/,0,Non-Abusive,English,8,34
AAA-01309,encore! encore! suree hahaha,0,Non-Abusive,English,4,28
AAA-01310,"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar",1,Abusive,English,8,58
AAA-01311,LOL. I've got a few white hairs myself...damn this aging thing...,0,Non-Abusive,English,11,65
AAA-01312,your mom just told your dad to go sleep on the couch what are they fighting over?,0,Non-Abusive,English,17,81
AAA-01313,If you were a monster what monster would you be?,0,Non-Abusive,English,10,48
AAA-01314,RT @transtrenda: Okay okay but. Trans birds,0,Non-Abusive,English,7,43
AAA-01315,Twitter,0,Non-Abusive,English,1,7
AAA-01316,i'm looking 4 a WOW gift 4 my gf...*sigh* i HATE buying presents 4 ppl; i never know what 2 get! MsLika,0,Non-Abusive,English,22,103
AAA-01317,RT @BudapecanShellz: This person needs to be ray rice'd http://t.co/tX51aFhDDF,0,Non-Abusive,English,10,78
AAA-01318,help a lot of people in need.,0,Non-Abusive,English,7,29
AAA-01319,What I HATE are white collars on colored shirts.,0,Non-Abusive,English,9,48
AAA-01320,Idealist or realist?,0,Non-Abusive,English,3,20
AAA-01321,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year.",0,Non-Abusive,English,17,112
AAA-01322,You'd god damn well better be an Engineer. all I'm saying.,0,Non-Abusive,English,11,58
AAA-01323,water!!!!!!!!!!!!!!!!,0,Non-Abusive,English,1,21
AAA-01324,Im having a open face turkey sand. Not healthy but damn good.,0,Non-Abusive,English,12,61
AAA-01325,dude i had the home beta for some time now and its great. but now that ever one gets it i cant even log in it sucks man,0,Non-Abusive,English,28,119
AAA-01326,.@everSoTweetly4u Klain's real (sole) job is to dampen down the mushrooming bad PR and political fallout heading into Nov election.,0,Non-Abusive,English,20,131
AAA-01327,i agree with myself =],0,Non-Abusive,English,5,22
AAA-01328,Do you miss your hometown?,0,Non-Abusive,English,5,26
AAA-01329,I luh to lick the middle like an Oreo,0,Non-Abusive,English,9,37
AAA-01330,humidity sucks. Makes my hair look terrible haha but it more than that it makes you feel like you don't wanna do crap!,0,Non-Abusive,English,23,118
AAA-01331,Reaaallly wish I had more milk for Oreos. Lol,0,Non-Abusive,English,9,45
AAA-01332,I really want a girl to make me some brownies &#128553;&#128557;,0,Non-Abusive,English,11,64
AAA-01333,What Color Are Your Eyes?,0,Non-Abusive,English,5,25
AAA-01334,"RT @kushed_420: ""It's a joke bitch, fix ya face"" &#128514;&#128514;&#128514;&#128557;&#128557; http://t.co/8lRHRZcaUK",1,Abusive,English,11,117
AAA-01335,Damn I don't think I'm on the list,0,Non-Abusive,English,8,34
AAA-01336,hmmm i dont remember to be honest,0,Non-Abusive,English,7,33
AAA-01337,RT @domhowx: You know you're ugly when an ape was chosen as a man crush and you've never been http://t.co/DWPs7b4xJU,0,Non-Abusive,English,20,116
AAA-01338,Do you learn the easy way or the hard way?,0,Non-Abusive,English,10,42
AAA-01339,"I didnt buy any alcohol this weekend, and only bought 20 fags. Proud that I still have 40 quid tbh",0,Non-Abusive,English,20,98
AAA-01340,"RT @gamma_ray239: The wicked witch of the east is DONE!!!! NOW, send that vile person to Syria http://t.co/kEUI4XetTd",0,Non-Abusive,English,18,117
AAA-01341,Well I'll be damn. Three years of using EE and never knew that. Thank ya! My life is easier now.,0,Non-Abusive,English,20,96
AAA-01342,.... only got to find out how gay some people are! hahahaha!,0,Non-Abusive,English,12,60
AAA-01343,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, really animal savages",0,Non-Abusive,English,17,102
AAA-01344,i still have that broken ass alienware laptop... alienware = over-rated imho.,0,Non-Abusive,English,12,77
AAA-01345,Lmfao hoe,1,Abusive,English,2,9
AAA-01346,call the police prolly,0,Non-Abusive,English,4,22
AAA-01347,What&;s your favorite YouTube video?,0,Non-Abusive,English,5,36
AAA-01348,Charlie Parr! Mountain top music Fest http://t.co/bG3UWdPZnn,0,Non-Abusive,English,7,60
AAA-01349,@TyIerDurden yes. Always. What the stamp look like? .: either Tyler was here or my hand print on your ass in pastel orange !??,0,Non-Abusive,English,24,126
AAA-01350,@thereal_EMandM ain't like I have anything to do bitch boy lol.,1,Abusive,English,11,63
AAA-01351,Fuck around and get your honeybun took in that bitch with all that crying nigga!!,1,Abusive,English,15,81
AAA-01352,Sunshine. Lots of food and hanging with my boyfriend and family :]r Awesomeness.,0,Non-Abusive,English,13,80
AAA-01353,Yes its a link to an article posted on FF. did the link not work for you? Maybe u have to be on FF? That sucks. Let me know!,0,Non-Abusive,English,29,124
AAA-01354,Why did you make a FS account?,0,Non-Abusive,English,7,30
AAA-01355,"@DetroitChe person be like.. ""it means something to me""",0,Non-Abusive,English,9,55
AAA-01356,"""No boats and hoes please thanks"" - Mom",1,Abusive,English,8,39
AAA-01357,"RT @ImKnownAsDevin: Just cause somebody put ""bad"" in front of it yall okay with being called a person",0,Non-Abusive,English,18,101
AAA-01358,"RT @jewtanski: When you has a frownie, eats a brownie",0,Non-Abusive,English,10,53
AAA-01359,yeah I'm okay. Thong was wedged far enough up my ass that it prevented me from shitting my pants out of fear.,0,Non-Abusive,English,22,109
AAA-01360,I love u too boo! Sexy ass wesleyclouden! ;),0,Non-Abusive,English,9,44
AAA-01361,I am going to be off here for a few days cause of family and other reasons. Leave me stuff. I will return it. Once again if you don&;t want to be spammed just TELL ME. Thanks.,0,Non-Abusive,English,37,175
AAA-01362,Thanks. :) Yes way cold N the house. The Bf is not a fan o heat so we don't use it. I otoh HATE the cold. Passionately.,0,Non-Abusive,English,27,119
AAA-01363,Glad you made it home safely. I love it when you visit hate it when you leave!,0,Non-Abusive,English,17,78
AAA-01364,why do i cause so much drama? :(,0,Non-Abusive,English,8,32
AAA-01365,you can masturbate anytime bitch lol &#8220;@greyyygoose: I just want some damn alone time. Fucccckkkkkk! Lol&#8221;,1,Abusive,English,16,116
AAA-01366,Damn it now I have that Kiss song in my head. (Fortunately I like that one),0,Non-Abusive,English,16,75
AAA-01367,RT @Kevineffinskaff: My idea of a diet is eating regular Oreos instead of double stuft and takin off half the cookie (still dip it in 2% ...,0,Non-Abusive,English,27,140
AAA-01368,Well don&;t because it&;s crude.,0,Non-Abusive,English,5,32
AAA-01369,i was pulling for the #redskins in that one,0,Non-Abusive,English,9,43
AAA-01370,complete silence and all darkness.,0,Non-Abusive,English,5,34
AAA-01371,Ey r u Cheyenne? I thought u live in Montana?????,0,Non-Abusive,English,10,49
AAA-01372,&#8220;@CelebovickOTF: I hate a person that like to argue n shyt....:-)&#8221;,0,Non-Abusive,English,11,78
AAA-01373,@SamTrap84 in this world we don't spank the monkey the monkey spanks us.,0,Non-Abusive,English,13,72
AAA-01374,Tom would like to know if you hate him..?,0,Non-Abusive,English,9,41
AAA-01375,not at all :) look away haha,0,Non-Abusive,English,7,28
AAA-01376,Dont hate your life... Friday is just round the corner... :P,0,Non-Abusive,English,11,60
AAA-01377,damn pilots use autotune too!!!! This shit has gotten out of hand LOL,0,Non-Abusive,English,13,69
AAA-01378,Our galaxy sucks!,0,Non-Abusive,English,3,17
AAA-01379,i mean he acts like he is thankful for his fans but i think its all an act cuz he sucks at giving info/directions #$%# sorry again,0,Non-Abusive,English,27,130
AAA-01380,spiderman.,0,Non-Abusive,English,1,10
AAA-01381,"on Reservoir...they were walkin...u kno my loud ass was like ""ommmgg hiiii""...haahaa",0,Non-Abusive,English,12,84
AAA-01382,Never give the next bitch an opportunity to prosper off of your name....,1,Abusive,English,13,72
AAA-01383,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers,0,Non-Abusive,English,18,113
AAA-01384,Right?? she knows my name and everything now.. Askin me where should she move to here in Cleveland. Damn!,0,Non-Abusive,English,19,105
AAA-01385,nope tabitha jai locascio idk who she is but she is a fake. :/ i use to live in idaho but i moved to texas,0,Non-Abusive,English,25,106
AAA-01386,Don't hate me. I bought the Coldplay EP.,0,Non-Abusive,English,8,40
AAA-01387,Hmmm i dont have one right off hand?,0,Non-Abusive,English,8,36
AAA-01388,No it just got a little juvenile for me. And I hate Edward...which is a problem if you want to like Twilight.,0,Non-Abusive,English,22,109
AAA-01389,"RT @isneeze_Glitter: if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you &#9995;",1,Abusive,English,20,103
AAA-01390,Will they be your bitch?,0,Non-Abusive,English,5,24
AAA-01391,"I plan on eating this entire motherfucking pizza I just ordered like a mufucka, bitch.",1,Abusive,English,15,86
AAA-01392,RT @Livlopezzz: Let me make this clear I don't need no really body! I don't need none of you whack ass hoes too be friend &#128564;,0,Non-Abusive,English,26,131
AAA-01393,&#8220;@SouthsideVic: I let my girl handcuff me to the bed thinkin she gon do something freaky this person went through my phone&#8221;,0,Non-Abusive,English,22,135
AAA-01394,the weather is the same here. I hate rain when it's cold :(,0,Non-Abusive,English,13,59
AAA-01395,those will sell like hot cocks....cakes...hot cakes...damn it!,0,Non-Abusive,English,8,62
AAA-01396,"RT @MikeDiggEm: ""@Eaaaazzzz: On mammas ig aint ready for ma #wcw's .. I got sum bad person up ma sleeve boi lol"" Magician ass person lmao",0,Non-Abusive,English,26,136
AAA-01397,I can never get the balance right. Cheyenne Frank's and butter. It's either too weak or too god damn spicy and bitter,0,Non-Abusive,English,22,117
AAA-01398,Go look at my profile....it's the sixth one down. Do I need to come over and bogart the sticky stuff from your ass?,0,Non-Abusive,English,23,115
AAA-01399,oh you know i can so totally kick your ass :),0,Non-Abusive,English,11,45
AAA-01400,I cant leave yet and i had to pee but there was water all over and i didnt want wet socks cause i hate that. Lol,0,Non-Abusive,English,26,112
AAA-01401,- yes. but i am getting tired of their 'hate the customer' funnies. Would be funnier if the service was better,0,Non-Abusive,English,21,110
AAA-01402,I'm 81 and I still eat animal crackers #EMABiggestFans1D,0,Non-Abusive,English,9,56
AAA-01403,serious? your so lucky,0,Non-Abusive,English,4,22
AAA-01404,@d6_9b idk... It's trash though!,0,Non-Abusive,English,5,32
AAA-01405,@lillivonschtupp @13Damage @BrazenModels I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape,1,Abusive,English,21,133
AAA-01406,How come I won't pray but find time for a bitch,1,Abusive,English,11,47
AAA-01407,"RT @sportspickle: Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons&#8230;",0,Non-Abusive,English,21,146
AAA-01408,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes & wages ideological warfare,0,Non-Abusive,English,24,140
AAA-01409,:D thank you gurl/boy ? I really appreciate it!<33,0,Non-Abusive,English,9,50
AAA-01410,just terri and bwahahaha not a saint in the least...except for all those damn immaculate conceptions i had...MIRACLES i tell ya!!,0,Non-Abusive,English,21,129
AAA-01411,damn you shay do a live show!,0,Non-Abusive,English,7,29
AAA-01412,RT @thatgirlran: &#8220;If your 15/16 ACT like your those ages not like your 20. Its not cute.&#8221; That awk moment when I thought this tweet was abo&#8230;,0,Non-Abusive,English,27,158
AAA-01413,The early bird takes a nap before noon.,0,Non-Abusive,English,8,39
AAA-01414,Err:508,0,Non-Abusive,English,1,7
AAA-01415,"RT @FilmFatale_NYC: Wow, he basically just told his daughter ""I want some mocha colored grandbabies!"" #HTGAWM",0,Non-Abusive,English,16,109
AAA-01416,Yea the weather sucks. And is only gonna get worse over the next two months.You're tempted to just get back on the plane? :P,0,Non-Abusive,English,24,124
AAA-01417,lmfao...man I have a friend that looks just like Plies too...I am sooo using that line on his ass when he tries to clown,0,Non-Abusive,English,24,120
AAA-01418,damn...lemme get one of them lol! im waay far from @cathyrnmarie or you yet!! hahaaaahaaha,0,Non-Abusive,English,15,90
AAA-01419,"RT @HobsonDarlene: ""@1Corinthians126: @HobsonDarlene #BlessJesus Amos 3:3 Can two walk together, unless they are agreed? #DifferentLevels"" &#8230;",0,Non-Abusive,English,17,146
AAA-01420,RT @yankee7kid: Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player&#8230;,0,Non-Abusive,English,20,146
AAA-01421,"Have you tried ""Out of Africa?"" Fun S. African food in Sugar Land. Location sucks...check it out before it's gone.",0,Non-Abusive,English,20,114
AAA-01422,Sixten just shoved like 8 Oreos down his throat,0,Non-Abusive,English,9,47
AAA-01423,"Female Jihadis, European & American: GRAVE Dangers! - Joe For America http://t.co/9hkpdwq7VR via @mattwalshblog",0,Non-Abusive,English,14,111
AAA-01424,creative things.,0,Non-Abusive,English,2,16
AAA-01425,RT @FriendlyAssh0le: Todays Horoscope: you're still a hoe That is all. have a nice day,0,Non-Abusive,English,15,86
AAA-01426,I dont know but i did like pollyanna?,0,Non-Abusive,English,8,37
AAA-01427,How do you groom your nails?,0,Non-Abusive,English,6,28
AAA-01428,hey umm.. talisa even tho I don't give a rats ass bout this shit | talisa the damn monkey mail doesn't come on monday lol,0,Non-Abusive,English,25,121
AAA-01429,haha my brother does! I think its funny,0,Non-Abusive,English,8,39
AAA-01430,Noah and the Whale!? That makes me think of Saturn commercials. :),0,Non-Abusive,English,12,66
AAA-01431,hahaha we would FUCK up some autotune. mo'fos would forget about T-Pain. word is bond. real talk talk. son.,0,Non-Abusive,English,19,107
AAA-01432,Cool byee,0,Non-Abusive,English,2,9
AAA-01433,"&#8220;@_Jiare: &#8220;@WB_Pooh_3x: Where the person at ,?? &#128064;&#8221; yeah where they at &#128064;&#8221; I don't know they probably at that Party &#128553;",0,Non-Abusive,English,22,163
AAA-01434,its not.,0,Non-Abusive,English,2,8
AAA-01435,inb4 you unfunny nigger kill yourself,1,Abusive,English,6,37
AAA-01436,Ill save you the trouble sister. Here comes a big ol really France block coming your way here on the twitter.,0,Non-Abusive,English,21,107
AAA-01437,Yeah 2 and a half minutes per ass cheek.,0,Non-Abusive,English,9,40
AAA-01438,damn yew just hurt my feelingss,0,Non-Abusive,English,6,31
AAA-01439,No kidding. Economy's crumbling crooked politicians violence hate and discontent... WHAT! Oprah's gained weight!!!,0,Non-Abusive,English,14,114
AAA-01440,diet coke trash,0,Non-Abusive,English,3,15
AAA-01441,holy sh** Im tired from reading ur shopping stops. How big of a family you have?Damn!,0,Non-Abusive,English,16,85
AAA-01442,much fun was had. i'm fat and happy and will sleep well with images of movement and dave dancing in my head. lol!,0,Non-Abusive,English,23,113
AAA-01443,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;,0,Non-Abusive,English,11,99
AAA-01444,have yu ever wondered what people would be like without yu ?,0,Non-Abusive,English,12,60
AAA-01445,Do you have any weird habits?,0,Non-Abusive,English,6,29
AAA-01446,Maybe you should get your person out of your ear next time I'm explaining them to you!!,0,Non-Abusive,English,17,87
AAA-01447,dude that sucks go steal a stapler or burn that mother down. We always include our Temps!,0,Non-Abusive,English,17,89
AAA-01448,"RT @SarccasmicTw: Twitter has a bird as its logo, that's why when you join you're an egg. And your home button is a birdhouse. Why am I jus&#8230;",0,Non-Abusive,English,28,146
AAA-01449,Damn thats nice.,0,Non-Abusive,English,3,16
AAA-01450,&#128064; RT @Freegeezy17: This hoe got a school shirt on sucking person &#128553;&#128553;&#128553;&#128553;&#128553;&#128553;,0,Non-Abusive,English,13,127
AAA-01451,Funny that the guy's last name is person...bwaha! :-D,0,Non-Abusive,English,9,53
AAA-01452,fat and unhappy?you're undeniably hot are ridiculously awesome(que earlier convo on this).its why i loves and miss ya! :) muah!,0,Non-Abusive,English,20,127
AAA-01453,"@tmundal just because some moist bint lobbed a sword at you, you think you're some la-de-da king?",0,Non-Abusive,English,17,97
AAA-01454,hi:) how are u haha.,0,Non-Abusive,English,5,20
AAA-01455,no freaking way what???,0,Non-Abusive,English,4,23
AAA-01456,ah damn ok,1,Abusive,English,3,10
AAA-01457,It stink in this bitch it must be them pussy ass niggas talkin shit,1,Abusive,English,14,67
AAA-01458,Do you tell a person if you see they have toilet paper stuck on their shoe?,0,Non-Abusive,English,16,75
AAA-01459,...except for software. In my experience (not nerd cache) Final Cut&gt;Premiere and Pro Tools and Logic Pro&gt;Cubase. Photoshop is =.,0,Non-Abusive,English,20,134
AAA-01460,"just say ""were you the one that grabbed my ass at the sing along?""",0,Non-Abusive,English,14,66
AAA-01461,RT @ChrisJustJoking: Its Halloween everyday for dykes,1,Abusive,English,7,53
AAA-01462,How old were you when you learned to tie your shoes?,0,Non-Abusive,English,11,52
AAA-01463,only like bitches ran for homecoming but like 20 running for prom,1,Abusive,English,12,65
AAA-01464,@jessicacassell1 find a new hillbilly!! #spiritweek!!,0,Non-Abusive,English,6,53
AAA-01465,RT @Gawker: Conan O'Brien mocks the new Call of Duty game while getting killed repeatedly. http://t.co/GfCsARhTJT,0,Non-Abusive,English,16,113
AAA-01466,"So buy another round, they tried to shut us down bout an hour ago, but we still in this bitch. Early not late!!! Follow @217Emmanuel",1,Abusive,English,25,132
AAA-01467,RT @OfficialKingDre: bitch you guessed it https://t.co/DCsu5vQbpl,1,Abusive,English,7,65
AAA-01468,do you cuss?,0,Non-Abusive,English,3,12
AAA-01469,Cheetos or Fritos?,0,Non-Abusive,English,3,18
AAA-01470,More like piss and vinegar. You could call it cancerous ale.,0,Non-Abusive,English,11,60
AAA-01471,Me and my person http://t.co/AsYjv2K4Tt,0,Non-Abusive,English,5,39
AAA-01472,So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 http://t.co/tdMrBsnP,0,Non-Abusive,English,11,100
AAA-01473,That sucks. Hope that gets resolved quickly for you.,0,Non-Abusive,English,9,52
AAA-01474,within a week or two. depends on what they say happened.,0,Non-Abusive,English,11,56
AAA-01475,both. hahaha aliens may not be these crazy green martians that have lasers for eyes and slime coming out of their heads..but just another form of being from another planet or galaxy. So i believe in aliens. yes. :) r as far as zombies. i believe it'll be not in my generation or kids generation hopefullly.. but it'll be a genetic mutation that takes over the brain-that is created by some idiot scientist that works for the government and wants to take out a country or some kind of blahh bullshit. and it'll become out of control. and take over. i believe this one day..somehow . somewhere. it'll start and its already slowly taking hold of society,0,Non-Abusive,English,117,650
AAA-01476,idk my pumpkin cheesecake is damn yummy...,0,Non-Abusive,English,7,42
AAA-01477,Is April really your sister? Related by blood?,0,Non-Abusive,English,8,46
AAA-01478,Peace to all the hoes I put my badongle in and didn't cook breakfast for http://t.co/J9oc6aN2,1,Abusive,English,16,93
AAA-01479,Eyes Smile Personality And athletic(:,0,Non-Abusive,English,5,37
AAA-01480,I WAS SLEEPING FUCK OFF,0,Non-Abusive,English,5,23
AAA-01481,fuck a sunburn. what are you 8? im on some shrimp cocktail and champagne by the pool. get your grown man,0,Non-Abusive,English,21,104
AAA-01482,RT @FoxNews: #FoxNews projects that Wyoming Senator Mike Enzi will defeat Democratic challenger Charlie Hardy. #Election2014,0,Non-Abusive,English,16,124
AAA-01483,Hmm..Ah me. by griffen house. it puts me in a good mood :),0,Non-Abusive,English,13,58
AAA-01484,DRUGS&gt; Is why #Giants are losing. Just ask #barrybonds and the HEDGE BET FUND&gt; #WorldSeriesGame6 #faggots,0,Non-Abusive,English,16,111
AAA-01485,Mmm... ROOT BEER! haha my fav drink eva! POW,0,Non-Abusive,English,9,44
AAA-01486,i love you tabi and i already know you never want to talk to me again but just know ill still always be here for you. thank you for everything<3,0,Non-Abusive,English,30,144
AAA-01487,U r soooooooooooooooooooo pretty Alexis<3 y r u so nice???????,0,Non-Abusive,English,10,62
AAA-01488,"With the bitches @moonsnlullabies, @LaLeaa_, & @DayReeee &#128109;&#128111; &#128139;&#128168; --- @HookahDrive",1,Abusive,English,11,111
AAA-01489,yo I was dead ass tired I past out at the keyboard woke up ate breakfast and went back to sleep lol,0,Non-Abusive,English,22,99
AAA-01490,What was the worst concert you went to?,0,Non-Abusive,English,8,39
AAA-01491,are you foing out???,0,Non-Abusive,English,4,20
AAA-01492,what nashionality are you?,0,Non-Abusive,English,4,26
AAA-01493,i wouldnt know,0,Non-Abusive,English,3,14
AAA-01494,lovely day in with my family :],0,Non-Abusive,English,7,31
AAA-01495,you can fuck right off about that hoodie thieving comment,1,Abusive,English,10,57
AAA-01496,"Lmao...Crazy ass... ""the fear made me do it "" I like that I usually say ""the devil made me do it.""",0,Non-Abusive,English,21,98
AAA-01497,hahahahaha ROTFL! aww that was a damn funny slip up :),0,Non-Abusive,English,11,54
AAA-01498,&#8220;@iDntWearCondoms: U get what u put in. If all u offering is person don't be mad when all u receive is person&#8221; &#128588;,0,Non-Abusive,English,23,131
AAA-01499,RT @Ilovebamf: I held you like a baby bird.. &#128546; and now you come at me like this.. These friends ain't loyal &#128546;&#128557; http://t.co/WinZvfxdL8,0,Non-Abusive,English,24,157
AAA-01500,I accidentally just deleted the thing you just wrote to me D: SEND IT AGIIIINNNN,0,Non-Abusive,English,15,80
AAA-01501,RT @OGMarcusC: I hate stereotypes. Preconceived notions that black men are athletes or criminals.. Black women are ghetto and confined to t&#8230;,0,Non-Abusive,English,22,146
AAA-01502,I am taking you up on those cuddles! I should head to bed. I am watching B. Urie pound the fuck out of a drumset though.,0,Non-Abusive,English,26,120
AAA-01503,Awk... U don't like your own nephew / cousins bc our race.. LMAO broke ugly bitches fuck them we don't need them,1,Abusive,English,22,112
AAA-01504,thats my cousin valeria. she's a total whore. do her now.,0,Non-Abusive,English,11,57
AAA-01505,RT @__sabrinaaaaa: the same hoes is still at it,1,Abusive,English,9,47
AAA-01506,@heyrmbr probs that fag Vhia,1,Abusive,English,5,28
AAA-01507,I may or may not have at least 4 FOB related tattoos already planned out.,0,Non-Abusive,English,15,73
AAA-01508,@solopo82 y'all got the Taxis right now? And can I get the Oreo 5's right now if possible?,0,Non-Abusive,English,18,90
AAA-01509,Ernies on Thrusday nights. Best fucking Margaritas in the valley,0,Non-Abusive,English,10,64
AAA-01510,Does being yelled at bother you? Do you yell back?,0,Non-Abusive,English,10,50
AAA-01511,What you know about getting money low key .. Hanging with the street niccas fukn wit the OG's,1,Abusive,English,18,93
AAA-01512,chest and arms haha,0,Non-Abusive,English,4,19
AAA-01513,@ashleyypat17 if im trash ur trash since we baes now,0,Non-Abusive,English,10,52
AAA-01514,Your at a club && a bitch gives you a dirty look & starts laughing while pointing at you! You _______?(WHAT DO YOU DO) guys;; Do you start drama or are you the ones who shrug it off?,0,Non-Abusive,English,38,182
AAA-01515,RT @tomtomorrow: Have their been any reports of an aerosolized virus that turns apes intelligent? Seems like that kind of day.,0,Non-Abusive,English,21,126
AAA-01516,just noticed some trash on my notification page i had to clean up,0,Non-Abusive,English,13,65
AAA-01517,Little things can just kill a negros mood man,0,Non-Abusive,English,9,45
AAA-01518,People who chose the country over the City are miserable trash. They deserve neither respect nor consideration. They are less than scum.,0,Non-Abusive,English,22,136
AAA-01519,"""@Theo17100: http://t.co/BYj1HOyhmG"" this scally lad would get it",0,Non-Abusive,English,8,65
AAA-01520,You outta know by Alanis Morrissette ;],0,Non-Abusive,English,7,39
AAA-01521,Hey you know that Smurfet is the only female smurf... do you think shes a hoe?,0,Non-Abusive,English,16,78
AAA-01522,damn that is purely awesome!,0,Non-Abusive,English,5,28
AAA-01523,the only good thing about telus is there cell phones. Everything else sucks shit!,0,Non-Abusive,English,14,81
AAA-01524,silliest. idk haha im pretty silly all the time,0,Non-Abusive,English,9,47
AAA-01525,Only things that calm me down.. pussy and some Cali tree.,1,Abusive,English,11,57
AAA-01526,a neckalce given to me by my love(: <3333,0,Non-Abusive,English,9,41
AAA-01527,"He never replied to my asking about his calling me a ""redneck"" @gigg423 @psherm07 @EchoesErrant @jstines3",0,Non-Abusive,English,16,105
AAA-01528,Do you own anything leopard print?,0,Non-Abusive,English,6,34
AAA-01529,actually if ur gay you have the same exact right to marry as if ur straight.,0,Non-Abusive,English,16,76
AAA-01530,"If she makes a good sandwhich and she give a good blowy, wife dat hoe up. That way you can eat while she eatting",1,Abusive,English,24,112
AAA-01531,Why do people kill themselves if a certain person does not love them?,0,Non-Abusive,English,13,69
AAA-01532,why do i look so fat?,0,Non-Abusive,English,6,21
AAA-01533,"NEW Nashville Noise! @LukeBryanOnline loves burgers, @DierksBentley honky tonks, and @ChrisYoungMusic grabs a pizza. http://t.co/sCCDyhE6EY",0,Non-Abusive,English,15,139
AAA-01534,damn savitto you was doing the mostest you alright?,0,Non-Abusive,English,9,51
AAA-01535,"Dead af, unhelpful person still talking stuff &#128514;",0,Non-Abusive,English,8,55
AAA-01536,RT @GreGooglyMoogly: My mind is so clear a bird just crashed into the side of my head.,0,Non-Abusive,English,17,86
AAA-01537,boxers or briefs... or boxer briefs lol,0,Non-Abusive,English,7,39
AAA-01538,hahaha. Dont hate! hahaha. you know you fcuk with Young Dick,0,Non-Abusive,English,11,60
AAA-01539,"Hey @RSherman_25 you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself",1,Abusive,English,19,124
AAA-01540,Is there such thing in life as a selfless sacrafice?,0,Non-Abusive,English,10,52
AAA-01541,do you want a girlfriend?,0,Non-Abusive,English,5,25
AAA-01542,"You always buy me colored goldfish when my stash is low, and you are a constant inspiration to me and&#8230; http://t.co/nCPd8uSljf",0,Non-Abusive,English,21,131
AAA-01543,Apparently I got chunky for my bday. Worse bday present ever. Lol. #diettime,0,Non-Abusive,English,13,76
AAA-01544,If only I were a #Jews then you would have cause to hate me even more. This is a war against barbarians in #gaza Typical response.,0,Non-Abusive,English,26,130
AAA-01545,yes. slow danced with my boyfriend :),0,Non-Abusive,English,7,37
AAA-01546,"under my windoowww &#8220;@brettcanfly: Bleaching your teeth, smiling flash, talking trash, under your breath&#8221;",0,Non-Abusive,English,14,116
AAA-01547,"did you ""celebrate"" 4/20.?r lol",0,Non-Abusive,English,5,31
AAA-01548,.@Straatvogels [street birds]: Homeless People Twittering in Amsterdam http://t.co/WruoCdVkJt via @HuffPostImpact &#8853;http://t.co/DJgs6rGdfV,0,Non-Abusive,English,12,143
AAA-01549,What sitcom character reminds you of you?,0,Non-Abusive,English,7,41
AAA-01550,What message would you want to put in a fortune cookie?,0,Non-Abusive,English,11,55
AAA-01551,Would you consider yourself to be fashionable?,0,Non-Abusive,English,7,46
AAA-01552,"RT @TheCockiestMan: ""She's really nice when you get to know her!"" = She's a bitch but you'll get used to it.",1,Abusive,English,21,108
AAA-01553,Knock em down wit sum chunky &#128548;&#128299;,0,Non-Abusive,English,7,47
AAA-01554,@JennaHord12 Nooo Amber's supposed to kill me fag,1,Abusive,English,8,49
AAA-01555,ha ha so fucking snobbish now son!!! .... lol.. I love it,0,Non-Abusive,English,12,57
AAA-01556,ugh that sucks babe,0,Non-Abusive,English,4,19
AAA-01557,it has to be the 3oh!3 and cobra starship with guests travie mccoy and i fight dragons concert :D Gabe Saporta is my new love! :D,0,Non-Abusive,English,26,129
AAA-01558,RT @JewJitsuGrl: @AdmiralAckbar3 @00_jackie @Darknight420 @allahthefairy &#128073; @TayyibN &#128072; Bring it bitch http://t.co/g7Yq2cH9Uk,1,Abusive,English,13,139
AAA-01559,What is the worst thing you have lived through?,0,Non-Abusive,English,9,47
AAA-01560,I don't have a link for stuff I pull out my ass buddy. Other people may but I'm what you'd call an all-natural kind of guy.,0,Non-Abusive,English,26,123
AAA-01561,What is the most expensive thing you have on right now?,0,Non-Abusive,English,11,55
AAA-01562,When will Joe stop telling PBO how to do his job? You couldn't even keep a job in #teabagger Florida. #morningjoe,0,Non-Abusive,English,21,113
